k141_12163_5	00211	33.657	44.1429	2.77e-49	160
k141_12163_5	00221	29.688	42.6667	1.25e-07	45.4
k141_12163_5	00185	32.039	34.3333	3.27e-06	40.4
k141_40540_7	00212	25.225	111	7.44e-07	43.1
k141_50666_1	00223	30.328	24.4	1.01e-09	50.1
k141_50678_1	00188	26.050	23.8	4.23e-11	54.3
k141_50678_1	00187	27.358	26.5	2.99e-06	39.7
k141_52687_8	00181	26.638	32.7143	8.38e-15	65.5
k141_52687_8	00221	30.345	29	2.58e-12	59.3
k141_52687_8	00185	30.508	23.6	3.46e-09	49.3
k141_52687_8	00211	26.786	56	3.73e-06	40.0
k141_20305_1	00219	28.000	75	1.66e-08	48.1
k141_40597_3	00187	26.708	26.8333	1.30e-07	45.4
k141_16282_7	00189	30.702	57	3.30e-12	58.2
k141_16282_7	00186	29.825	57	5.22e-12	58.5
k141_16282_7	00187	32.222	90	2.45e-08	46.6
k141_20357_1	00230	33.333	39	4.97e-13	55.1
k141_14269_1	00181	32.759	23.2	2.88e-10	52.4
k141_14269_1	00211	26.214	51.5	9.65e-09	48.1
k141_16295_2	00180	32.292	32	2.29e-06	42.4
k141_16295_2	00223	30.345	24.1667	4.88e-06	41.2
k141_16295_3	00223	30.833	30	1.15e-10	55.5
k141_16295_3	00180	25.547	22.8333	7.44e-08	47.0
k141_16295_3	00222	34.118	28.3333	1.63e-06	42.7
k141_22423_1	00211	26.056	35.5	8.10e-06	37.4
k141_2126_1	00209	28.571	28	1.53e-09	49.7
k141_56753_30	00212	26.512	35.8333	9.84e-08	45.4
k141_36558_10	00209	25.510	32.6667	5.35e-06	41.2
k141_38601_5	00173	26.168	35.6667	8.71e-14	61.2
k141_6167_80	00211	27.517	42.5714	6.33e-30	110
k141_6167_80	00181	27.152	37.75	1.72e-06	41.2
k141_2203_4	00210	33.663	28.8571	1.46e-24	90.9
k141_28558_1	00211	34.752	47	1.67e-15	65.5
k141_6181_2	00182	28.931	22.7143	1.91e-06	40.8
k141_48789_1	00261	32.143	35	2.74e-15	69.7
k141_48789_1	00268	31.757	37	2.34e-14	66.6
k141_48789_1	00268	32.927	41	5.69e-06	40.4
k141_48789_1	00265	31.618	34	4.11e-13	62.8
k141_48789_1	00265	32.381	35	3.31e-06	41.2
k141_48789_1	00264	31.618	45.3333	6.12e-13	62.4
k141_48789_1	00259	31.618	34	9.59e-13	61.6
k141_48789_1	00316	28.244	26.2	3.32e-12	60.1
k141_48789_1	00314	28.358	26.8	2.82e-11	57.0
k141_48789_1	00305	29.710	34.5	3.11e-11	57.0
k141_48789_1	00322	27.500	32	4.70e-11	56.2
k141_48789_1	00287	31.884	27.6	5.86e-11	56.2
k141_48789_1	00280	29.710	34.5	1.77e-10	54.7
k141_48789_1	00323	26.752	26.1667	1.49e-07	45.4
k141_48789_1	00281	29.197	22.8333	1.71e-07	45.4
k141_48789_1	00320	30.282	20.2857	1.99e-07	45.1
k141_48789_1	00292	29.710	23	3.32e-07	44.3
k141_48789_1	00327	29.710	23	3.48e-07	44.3
k141_48789_1	00271	28.986	23	9.05e-07	43.1
k141_48789_1	00301	33.684	23.75	1.65e-06	42.4
k141_48789_1	00291	29.710	19.7143	2.75e-06	41.6
k141_48789_1	00273	26.761	23.6667	3.74e-06	41.2
k141_48789_1	00272	29.630	22.5	4.03e-06	40.8
k141_48789_1	00325	33.684	23.75	4.48e-06	40.8
k141_48789_1	00313	28.467	19.5714	7.04e-06	40.0
k141_48789_1	00308	32.323	24.75	8.78e-06	40.0
k141_26515_2	00220	26.667	23.3333	5.27e-12	57.8
k141_26515_2	00188	25.455	31.4286	1.16e-10	53.9
k141_18418_5	00211	29.439	71.3333	7.47e-27	100
k141_42691_32	00192	27.972	28.6	4.98e-08	45.8
k141_42691_32	00187	25.455	23.5714	3.59e-06	40.8
k141_42691_32	00188	30.612	32.6667	8.53e-06	39.7
k141_36635_2	00219	26.056	142	8.17e-15	65.9
k141_42695_1	00211	30.323	51.6667	2.16e-21	83.2
k141_42695_1	00221	26.786	56	4.04e-08	45.1
k141_4213_33	00185	27.826	38.3333	2.22e-07	44.3
k141_4213_33	00221	25.503	21.2857	3.12e-06	41.2
k141_26551_1	00219	25.000	28	3.40e-06	39.7
k141_14354_8	00211	27.041	39.2	4.46e-14	64.7
k141_16394_1	00212	31.868	91	5.53e-06	38.1
k141_16394_1	00182	28.448	38.6667	9.54e-06	37.7
k141_56863_4	00212	27.692	23.6364	7.38e-12	57.8
k141_32654_1	00307	30.769	29.25	6.56e-08	45.1
k141_32654_1	00324	30.973	37.6667	8.32e-08	45.4
k141_32654_1	00244	31.148	24.4	2.12e-07	44.3
k141_32654_1	00288	29.323	33.25	2.24e-07	43.9
k141_32654_1	00250	30.973	37.6667	2.91e-07	43.5
k141_32654_1	00296	33.333	28.5	3.49e-07	43.1
k141_32654_1	00291	29.323	33.25	5.78e-07	42.7
k141_32654_1	00326	31.818	27.5	9.58e-07	41.6
k141_32654_1	00279	29.323	33.25	1.18e-06	42.0
k141_32654_1	00262	29.565	38.3333	1.49e-06	41.6
k141_32654_1	00311	30.252	29.75	1.84e-06	40.8
k141_32654_1	00252	29.565	38.3333	1.85e-06	41.2
k141_32654_1	00215	25.517	29	2.48e-06	40.4
k141_32654_1	00256	30.303	26.4	2.58e-06	40.4
k141_32654_1	00275	28.571	33.25	2.89e-06	40.4
k141_32654_1	00298	30.882	22.6667	3.50e-06	40.0
k141_32654_1	00313	29.323	33.25	5.14e-06	40.0
k141_32654_1	00228	31.532	27.75	5.32e-06	39.3
k141_32654_1	00276	29.323	33.25	5.35e-06	39.7
k141_32654_1	00320	30.088	37.6667	5.35e-06	39.7
k141_32654_1	00289	28.571	33.25	5.94e-06	39.3
k141_32654_1	00300	30.631	27.75	6.22e-06	39.3
k141_32654_1	00272	28.571	33.25	7.07e-06	39.3
k141_14363_9	00211	25.322	38.8333	1.27e-14	66.6
k141_14364_1	00211	29.187	52.25	3.81e-28	102
k141_14370_2	00220	25.123	40.6	7.32e-12	55.8
k141_14370_2	00192	26.490	21.5714	1.05e-08	45.8
k141_56884_1	00219	28.019	25.875	9.56e-13	61.2
k141_20509_5	00211	29.904	38.875	1.52e-41	140
k141_20509_5	00221	25.714	25	5.70e-08	46.6
k141_4256_4	00307	28.859	29.8	2.72e-07	42.7
k141_4256_4	00305	27.731	59.5	9.04e-07	41.6
k141_4256_4	00314	28.333	40	2.27e-06	40.4
k141_4256_4	00316	25.767	32.6	2.42e-06	40.4
k141_4256_4	00303	28.346	31.75	2.85e-06	40.0
k141_4256_4	00272	29.688	25.6	4.08e-06	39.7
k141_4256_4	00269	30.833	40	4.20e-06	39.7
k141_4256_4	00324	28.333	40	4.37e-06	39.7
k141_4256_4	00284	30.508	39.3333	5.12e-06	39.3
k141_4256_4	00319	29.508	40.6667	5.73e-06	38.9
k141_4256_4	00281	29.688	25.6	5.86e-06	39.3
k141_4256_4	00275	29.688	25.6	7.65e-06	38.5
k141_4256_4	00313	30.469	25.6	9.39e-06	38.5
k141_6259_2	00191	29.032	20.6667	4.44e-06	39.7
k141_26604_1	00212	31.858	56.5	2.29e-08	44.3
k141_8327_1	00182	28.125	25.6	5.64e-08	45.4
