k141_987_2	00324	35.165	45.5	9.76e-10	53.5
k141_987_2	00250	37.209	43	2.54e-09	52.0
k141_987_2	00284	36.170	47	4.02e-09	51.2
k141_43233_2	00252	43.689	51.5	4.32e-22	88.6
k141_43233_2	00244	45.455	55	2.93e-21	86.3
k141_43233_2	00263	43.478	inf	8.43e-21	84.7
k141_43233_2	00262	43.902	inf	2.59e-19	80.5
k141_43233_2	00284	43.902	inf	4.27e-19	79.7
k141_43233_2	00324	46.835	inf	9.27e-19	79.0
k141_43233_2	00250	44.304	inf	5.59e-18	76.6
k141_43233_2	00269	41.772	inf	5.38e-16	70.5
k141_43233_2	00266	40.244	inf	6.12e-16	70.5
k141_43233_2	00267	40.506	inf	3.04e-15	68.2
k141_43233_2	00274	37.805	inf	3.61e-15	68.2
k141_43233_2	00260	41.772	inf	4.21e-15	67.8
k141_43233_2	00282	36.585	inf	1.97e-14	65.9
k141_43233_2	00277	37.805	82	2.17e-13	62.8
k141_85348_13	00178	38.636	55	1.55e-37	126
k141_1032_4	00222	35.338	66.5	5.60e-17	75.9
k141_1032_4	00222	38.679	53	7.71e-15	69.3
k141_95757_3	00185	36.957	92	5.37e-11	53.9
k141_95757_3	00195	35.052	19.4	7.54e-06	38.5
k141_285873_10	00188	40.206	97	8.77e-13	61.6
k141_285873_10	00220	40.698	inf	2.67e-11	57.0
k141_64395_1	00212	42.222	inf	7.30e-06	38.5
k141_191014_24	00189	35.338	66.5	3.30e-15	67.4
k141_191014_24	00220	35.652	28.75	8.68e-12	57.8
k141_275407_4	00186	50.000	inf	3.29e-08	47.8
k141_22020_39	00211	38.697	52.2	1.70e-51	167
k141_138173_10	00178	38.974	65	1.21e-39	130
k141_222854_2	00265	64.228	123	2.11e-45	159
k141_222854_2	00268	61.864	118	1.05e-42	152
k141_222854_2	00268	48.235	85	1.28e-19	84.3
k141_222854_2	00268	51.163	inf	8.28e-09	50.4
k141_222854_2	00259	58.268	127	7.18e-42	149
k141_222854_2	00259	44.706	85	8.96e-18	78.6
k141_222854_2	00259	40.678	59	2.31e-08	48.9
k141_222854_2	00316	54.198	131	8.05e-41	146
k141_222854_2	00314	56.098	123	1.28e-39	143
k141_222854_2	00314	38.462	30.3333	2.41e-13	64.7
k141_222854_2	00305	54.400	125	3.37e-39	142
k141_222854_2	00305	38.462	30.3333	9.75e-13	62.8
k141_222854_2	00261	56.911	123	1.57e-38	140
k141_222854_2	00261	53.488	inf	4.46e-10	54.3
k141_222854_2	00264	56.911	123	2.72e-38	139
k141_222854_2	00264	47.368	57	5.84e-10	53.9
k141_222854_2	00287	50.769	130	1.67e-35	131
k141_222854_2	00287	39.604	33.6667	9.23e-15	68.9
k141_222854_2	00280	51.220	123	6.46e-33	124
k141_222854_2	00280	39.175	32.3333	2.46e-14	67.8
k141_222854_2	00271	50.820	40.6667	6.36e-32	120
k141_222854_2	00271	39.744	39	2.50e-12	61.2
k141_222854_2	00271	56.757	inf	2.92e-07	45.4
k141_222854_2	00327	49.593	41	2.31e-31	119
k141_222854_2	00327	41.176	28.3333	5.22e-13	63.5
k141_222854_2	00327	53.659	inf	2.30e-07	45.8
k141_222854_2	00292	49.593	41	2.77e-31	119
k141_222854_2	00292	41.026	39	5.67e-13	63.5
k141_222854_2	00292	53.659	inf	2.28e-07	45.8
k141_222854_2	00322	48.780	123	1.09e-29	114
k141_222854_2	00322	52.632	inf	3.05e-07	45.4
k141_222854_2	00291	48.361	40.6667	4.07e-28	110
k141_222854_2	00291	37.079	44.5	3.43e-13	64.3
k141_222854_2	00291	47.619	21	6.84e-06	41.2
k141_222854_2	00281	47.154	41	9.16e-28	109
k141_222854_2	00281	38.462	39	9.72e-12	59.7
k141_222854_2	00281	56.098	inf	7.92e-09	50.4
k141_222854_2	00308	46.341	41	1.77e-27	108
k141_222854_2	00308	38.462	39	1.78e-12	62.0
k141_222854_2	00308	52.941	34	6.50e-06	41.2
k141_222854_2	00273	45.082	40.6667	9.84e-27	106
k141_222854_2	00273	35.897	39	1.17e-11	59.3
k141_222854_2	00273	56.757	inf	1.14e-07	46.6
k141_222854_2	00313	44.275	32.75	1.65e-26	105
k141_222854_2	00313	37.634	31	1.16e-11	59.3
k141_222854_2	00320	43.307	42.3333	2.70e-26	104
k141_222854_2	00320	37.179	39	4.60e-11	57.4
k141_222854_2	00320	56.098	inf	5.78e-08	47.8
k141_222854_2	00320	48.780	20.5	7.62e-06	40.8
k141_222854_2	00323	43.511	65.5	3.03e-26	103
k141_222854_2	00251	44.262	40.6667	9.11e-26	103
k141_222854_2	00251	35.955	44.5	4.24e-12	60.8
k141_222854_2	00251	35.616	36.5	1.58e-10	55.8
k141_222854_2	00272	43.443	40.6667	2.89e-25	101
k141_222854_2	00272	36.957	30.6667	1.13e-11	59.3
k141_222854_2	00276	44.262	40.6667	3.07e-25	101
k141_222854_2	00276	35.955	44.5	5.76e-12	60.5
k141_222854_2	00279	43.443	40.6667	1.03e-24	99.8
k141_222854_2	00288	42.276	41	3.49e-24	98.6
k141_222854_2	00301	40.164	61	8.46e-24	97.1
k141_222854_2	00301	37.634	46.5	5.55e-14	66.6
k141_222854_2	00325	39.344	61	6.66e-23	94.4
k141_222854_2	00303	38.281	42.6667	1.28e-22	93.2
k141_222854_2	00293	67.742	inf	1.71e-08	48.9
k141_222854_2	00293	42.500	inf	4.02e-06	41.6
k141_11769_100	00186	46.809	47	2.52e-07	45.1
k141_64540_3	00185	39.048	26.25	2.82e-13	60.5
k141_285951_1	00259	35.156	25.6	5.78e-12	58.2
k141_285951_1	00259	39.535	17.2	1.07e-08	48.1
k141_285951_1	00265	35.115	21.8333	1.08e-11	57.4
k141_285951_1	00265	36.047	21.5	2.01e-07	44.3
k141_285951_1	00261	39.560	18.2	2.64e-10	53.1
k141_285951_1	00268	38.372	17.2	1.71e-08	47.4
k141_285951_1	00280	35.714	84	3.09e-08	46.6
k141_285951_1	00272	38.372	21.5	4.78e-07	43.1
k141_285951_1	00276	39.535	17.2	5.86e-07	42.7
k141_285951_1	00279	40.000	23.3333	9.84e-07	42.0
k141_285951_1	00291	40.580	23	1.37e-06	41.6
k141_285951_1	00273	39.706	22.6667	1.37e-06	41.6
k141_285951_1	00303	35.632	21.75	1.86e-06	41.2
k141_285951_1	00251	36.765	34	2.35e-06	40.8
k141_1154_1	00224	42.857	inf	4.15e-08	46.2
k141_1155_6	00211	61.889	inf	4.32e-145	407
k141_75009_54	00254	61.364	44	1.14e-28	108
k141_75019_1	00211	37.500	152	1.58e-28	102
k141_127875_4	00182	39.640	55.5	9.60e-21	80.5
k141_222964_1	00259	69.048	inf	2.60e-15	60.1
k141_222964_1	00259	53.846	inf	2.69e-09	43.1
k141_222964_1	00259	45.714	inf	9.18e-06	33.1
k141_222964_1	00268	63.636	inf	1.28e-14	58.2
k141_222964_1	00268	58.974	inf	7.73e-10	44.7
k141_222964_1	00268	48.571	inf	1.85e-06	35.0
k141_222964_1	00261	61.905	inf	1.97e-14	57.8
k141_222964_1	00261	53.846	inf	6.39e-09	42.0
k141_222964_1	00261	45.714	inf	7.84e-06	33.5
k141_222964_1	00265	61.364	inf	7.89e-14	55.8
k141_222964_1	00265	51.282	inf	1.59e-08	40.8
k141_222964_1	00265	51.429	inf	1.67e-07	38.1
k141_222964_1	00264	57.143	inf	6.28e-13	53.5
k141_222964_1	00264	51.282	inf	2.90e-08	40.0
k141_222964_1	00264	54.286	inf	5.77e-08	39.3
k141_222964_1	00316	59.524	inf	6.92e-13	53.1
k141_222964_1	00316	51.282	inf	2.41e-09	43.1
k141_222964_1	00316	43.182	inf	1.16e-08	41.2
k141_222964_1	00308	53.846	inf	2.24e-12	52.0
k141_222964_1	00308	54.545	44	3.52e-11	48.5
k141_222964_1	00308	57.143	28	3.00e-06	34.7
k141_222964_1	00314	55.814	inf	2.84e-12	51.6
k141_222964_1	00314	46.154	inf	5.39e-08	39.3
k141_222964_1	00314	42.500	inf	4.57e-07	37.0
k141_222964_1	00272	58.140	43	3.52e-12	51.2
k141_222964_1	00272	53.846	inf	4.24e-11	48.1
k141_222964_1	00272	53.571	28	4.55e-06	33.9
k141_222964_1	00281	56.818	44	5.74e-12	50.8
k141_222964_1	00281	51.282	inf	1.12e-10	47.0
k141_222964_1	00281	58.621	29	6.98e-07	36.2
k141_222964_1	00271	55.000	inf	6.84e-12	50.4
k141_222964_1	00271	58.537	41	2.18e-10	46.2
k141_222964_1	00271	54.545	33	2.71e-07	37.4
k141_222964_1	00251	51.163	inf	1.13e-11	49.7
k141_222964_1	00251	53.488	43	4.25e-10	45.4
k141_222964_1	00251	51.613	31	5.46e-07	36.6
k141_222964_1	00327	51.163	inf	1.35e-11	49.7
k141_222964_1	00327	58.140	43	3.62e-11	48.5
k141_222964_1	00327	57.143	28	2.26e-06	35.0
k141_222964_1	00292	51.163	inf	1.40e-11	49.7
k141_222964_1	00292	58.140	43	3.69e-11	48.5
k141_222964_1	00292	57.143	28	2.32e-06	34.7
k141_222964_1	00320	53.846	inf	1.90e-11	49.3
k141_222964_1	00320	54.545	44	2.31e-11	48.9
k141_222964_1	00288	54.545	44	2.42e-11	48.9
k141_222964_1	00288	53.846	inf	5.42e-11	47.8
k141_222964_1	00273	50.000	inf	2.81e-11	48.5
k141_222964_1	00273	53.488	43	1.39e-10	46.6
k141_222964_1	00273	53.571	28	5.13e-06	33.9
k141_222964_1	00301	50.000	inf	3.55e-11	48.5
k141_222964_1	00301	53.659	41	2.28e-09	43.1
k141_222964_1	00301	53.333	30	1.55e-06	35.4
k141_222964_1	00313	58.537	41	4.20e-11	48.1
k141_222964_1	00313	48.837	inf	9.85e-11	47.0
k141_222964_1	00313	53.571	28	6.25e-06	33.5
k141_222964_1	00280	53.488	inf	5.57e-11	47.8
k141_222964_1	00280	54.545	inf	4.30e-08	39.7
k141_222964_1	00280	43.590	inf	6.77e-07	36.2
k141_222964_1	00325	50.000	inf	6.59e-11	47.8
k141_222964_1	00325	56.098	41	5.70e-10	45.1
k141_222964_1	00325	53.571	28	9.00e-06	33.1
k141_222964_1	00279	58.537	41	8.42e-11	47.4
k141_222964_1	00279	48.837	inf	2.16e-10	46.2
k141_222964_1	00279	53.571	28	7.99e-06	33.5
k141_222964_1	00291	53.333	45	9.85e-11	47.0
k141_222964_1	00291	43.182	inf	5.14e-09	42.4
k141_222964_1	00291	57.143	28	1.42e-06	35.4
k141_222964_1	00276	48.837	inf	1.13e-10	47.0
k141_222964_1	00276	52.273	44	7.73e-10	44.7
k141_222964_1	00276	53.571	28	6.69e-06	33.5
k141_222964_1	00287	48.837	inf	1.81e-10	46.6
k141_222964_1	00287	47.500	inf	1.36e-08	41.2
k141_222964_1	00287	43.902	inf	2.65e-08	40.4
k141_222964_1	00303	46.512	inf	2.27e-10	46.2
k141_222964_1	00303	48.889	45	4.64e-10	45.4
k141_222964_1	00303	54.545	33	2.00e-07	37.7
k141_222964_1	00305	51.163	inf	2.38e-10	46.2
k141_222964_1	00305	45.000	inf	9.00e-08	38.9
k141_222964_1	00305	51.724	inf	3.11e-07	37.4
k141_222964_1	00293	53.846	inf	4.27e-10	45.4
k141_222964_1	00322	48.780	inf	1.92e-09	43.5
k141_222964_1	00322	50.000	inf	7.54e-09	42.0
k141_222964_1	00323	46.341	41	3.57e-07	37.0
k141_222964_1	00323	39.024	inf	8.47e-06	33.1
k141_222964_1	00289	44.737	inf	3.66e-07	37.0
k141_170162_6	00211	60.119	168	2.99e-149	417
k141_106645_7	00186	45.902	61	1.93e-07	45.4
k141_11832_25	00223	42.802	51.4	8.89e-59	191
k141_296922_6	00211	36.508	52.5	4.27e-63	196
k141_254543_3	00146	37.500	21.3333	2.99e-06	41.2
k141_159441_1	00185	49.794	40.5	2.02e-59	192
k141_212259_1	00186	52.500	inf	5.41e-07	43.9
k141_96055_13	00182	36.449	53.5	3.45e-07	43.9
k141_265037_1	00185	41.395	53.75	6.36e-48	155
k141_117346_4	00262	71.429	49	4.56e-37	134
k141_117346_4	00266	67.010	97	5.40e-35	128
k141_117346_4	00324	68.421	95	6.86e-35	128
k141_117346_4	00250	72.449	98	2.04e-34	127
k141_117346_4	00263	64.286	98	5.77e-34	126
k141_117346_4	00260	63.265	98	3.42e-32	120
k141_117346_4	00267	62.245	98	8.80e-32	119
k141_117346_4	00284	61.458	96	6.34e-31	117
k141_117346_4	00269	61.458	96	3.05e-29	112
k141_117346_4	00282	56.250	96	8.31e-27	104
k141_117346_4	00274	53.608	97	1.35e-25	101
k141_117346_4	00277	52.083	48	7.92e-24	95.9
k141_117346_4	00252	37.113	32.3333	7.28e-11	56.2
k141_117346_4	00268	64.286	inf	3.58e-06	41.6
k141_170272_5	00186	40.789	76	2.03e-08	48.5
k141_243863_5	00210	46.970	33	1.15e-07	44.3
k141_85580_4	00186	54.348	46	1.03e-06	43.1
k141_11947_2	00180	48.764	148.333	1.31e-151	435
k141_11947_2	00223	36.220	21.1667	4.51e-16	72.0
k141_75201_2	00186	37.589	35.25	6.89e-11	54.7
k141_75201_2	00189	37.143	35	8.60e-11	53.9
k141_75201_2	00187	37.405	21.8333	4.13e-07	42.7
k141_75201_2	00248	40.351	57	1.94e-06	40.8
k141_128129_2	00268	73.077	78	4.38e-33	122
k141_128129_2	00268	56.410	inf	9.29e-11	55.5
k141_128129_2	00259	61.176	85	5.61e-28	107
k141_128129_2	00259	48.649	inf	2.80e-08	47.8
k141_128129_2	00261	77.778	inf	2.02e-27	105
k141_128129_2	00261	50.000	inf	1.73e-08	48.5
k141_128129_2	00265	79.661	inf	9.15e-27	103
k141_128129_2	00265	59.259	54	1.13e-14	67.8
k141_128129_2	00265	55.000	inf	1.06e-10	55.5
k141_128129_2	00264	76.271	inf	1.57e-24	97.4
k141_128129_2	00264	50.769	32.5	2.85e-12	60.5
k141_128129_2	00264	46.154	inf	1.26e-07	45.8
k141_128129_2	00287	67.241	inf	2.75e-20	84.7
k141_128129_2	00287	50.000	54	8.80e-11	55.5
k141_128129_2	00287	55.556	inf	1.02e-07	45.8
k141_128129_2	00280	62.712	inf	1.24e-19	82.8
k141_128129_2	00280	49.057	53	4.48e-10	53.5
k141_128129_2	00280	55.556	inf	2.49e-07	44.7
k141_128129_2	00314	61.404	inf	3.62e-19	81.6
k141_128129_2	00314	56.250	inf	1.86e-06	42.0
k141_128129_2	00314	37.736	53	1.94e-06	42.0
k141_128129_2	00281	62.500	inf	4.83e-19	81.3
k141_128129_2	00281	56.410	39	6.75e-08	46.6
k141_128129_2	00313	55.714	70	5.84e-19	80.9
k141_128129_2	00313	55.556	36	4.73e-07	43.9
k141_128129_2	00305	59.322	inf	1.21e-18	80.1
k141_128129_2	00305	45.283	53	5.01e-09	50.1
k141_128129_2	00271	60.345	inf	1.48e-18	79.3
k141_128129_2	00271	48.077	26	1.95e-09	51.2
k141_128129_2	00271	61.111	36	6.33e-08	46.6
k141_128129_2	00316	47.674	86	6.00e-18	77.8
k141_128129_2	00316	41.667	30	3.37e-08	47.4
k141_128129_2	00316	36.986	36.5	6.99e-06	40.4
k141_128129_2	00327	55.738	inf	6.06e-18	77.8
k141_128129_2	00327	47.059	25.5	9.22e-09	49.3
k141_128129_2	00327	56.757	37	4.72e-08	47.0
k141_128129_2	00292	55.738	inf	6.60e-18	77.4
k141_128129_2	00292	47.059	25.5	8.73e-09	49.3
k141_128129_2	00292	56.757	37	5.10e-08	47.0
k141_128129_2	00272	55.000	inf	1.82e-17	76.3
k141_128129_2	00272	50.000	36	6.92e-06	40.4
k141_128129_2	00320	56.897	inf	2.11e-17	75.9
k141_128129_2	00320	42.623	20.3333	4.14e-07	44.3
k141_128129_2	00320	48.718	39	9.29e-07	43.1
k141_128129_2	00273	57.143	inf	2.81e-17	75.9
k141_128129_2	00273	58.333	36	1.03e-07	46.2
k141_128129_2	00273	40.984	20.3333	8.28e-07	43.1
k141_128129_2	00276	55.000	inf	3.86e-17	75.5
k141_128129_2	00276	48.718	39	1.91e-06	42.0
k141_128129_2	00291	53.333	inf	7.76e-17	74.3
k141_128129_2	00291	52.500	40	3.56e-07	44.3
k141_128129_2	00279	56.897	inf	8.97e-17	74.3
k141_128129_2	00279	41.667	24	1.97e-06	42.0
k141_128129_2	00279	50.000	36	2.60e-06	41.6
k141_128129_2	00303	55.357	inf	1.45e-16	73.6
k141_128129_2	00303	55.556	36	3.18e-07	44.7
k141_128129_2	00251	53.571	inf	1.84e-16	73.2
k141_128129_2	00251	44.898	24.5	1.77e-07	45.4
k141_128129_2	00251	52.500	40	5.00e-07	43.9
k141_128129_2	00288	55.357	inf	2.37e-16	73.2
k141_128129_2	00288	53.846	39	2.78e-07	44.7
k141_128129_2	00308	53.226	inf	6.17e-16	71.6
k141_128129_2	00308	48.980	24.5	1.83e-08	48.5
k141_128129_2	00308	51.351	37	2.44e-07	44.7
k141_128129_2	00322	52.941	34	9.46e-16	70.9
k141_128129_2	00325	54.386	57	1.25e-14	67.8
k141_128129_2	00325	40.984	20.3333	3.36e-07	44.3
k141_128129_2	00325	50.000	36	2.76e-06	41.6
k141_128129_2	00323	49.231	65	1.44e-14	67.4
k141_128129_2	00301	50.000	62	1.97e-14	67.0
k141_128129_2	00301	45.763	19.6667	1.71e-08	48.5
k141_128129_2	00301	52.778	36	7.95e-07	43.1
k141_128129_2	00293	46.667	inf	1.32e-08	48.5
k141_128129_2	00289	47.222	inf	1.97e-07	45.1
k141_138386_2	00178	41.121	30.5714	1.94e-44	141
k141_223259_1	00182	39.286	28	2.26e-06	37.7
k141_54338_1	00209	36.972	47.3333	8.12e-40	140
k141_149436_23	00222	49.614	57.5556	1.21e-161	462
k141_54423_9	00188	35.294	23.8	7.36e-13	56.6
k141_54423_9	00187	36.735	32.6667	4.32e-12	54.3
k141_170514_6	00212	37.662	77	2.09e-06	41.2
k141_244021_1	00185	35.115	26.2	4.54e-10	52.4
k141_128400_6	00180	47.038	82	0.0	526
k141_128400_6	00222	40.000	120	1.23e-20	88.2
k141_138523_5	00211	36.396	70.75	1.97e-53	172
k141_212666_6	00188	36.782	29	1.33e-08	45.4
k141_286515_8	00215	46.454	70.5	1.42e-82	247
k141_286515_11	00185	41.228	57	2.05e-46	157
k141_286530_8	00185	50.500	40	3.81e-54	181
k141_286530_8	00221	37.500	37	1.75e-48	171
k141_128432_7	00185	53.953	43	1.74e-62	201
k141_244179_1	00185	52.096	41.75	3.21e-42	136
k141_244179_1	00221	37.209	43	1.01e-26	98.2
k141_43747_17	00268	70.199	151	1.09e-65	214
k141_43747_17	00268	58.974	inf	2.14e-10	55.5
k141_43747_17	00265	78.862	inf	5.10e-64	209
k141_43747_17	00265	58.974	inf	2.29e-10	55.1
k141_43747_17	00261	76.000	inf	1.66e-62	206
k141_43747_17	00259	75.200	inf	2.41e-62	204
k141_43747_17	00264	76.423	inf	7.56e-62	203
k141_43747_17	00316	54.135	133	5.50e-44	154
k141_43747_17	00316	42.105	inf	2.01e-06	42.7
k141_43747_17	00305	57.025	inf	7.29e-43	152
k141_43747_17	00305	44.737	inf	5.65e-07	44.3
k141_43747_17	00314	55.285	inf	1.06e-42	151
